Empresa;Cotação;Divida_Liquida;Custos;Lucro_Liquido;Lucro_Bruto;Margem_Bruta;Margem_Liquida;Divida_Bruta;Divida_Liquida.1;Roic;ROE;Receita_Liquida;EBITA;EBIT;Impostos;Margem_EBITA;Dy;P/VP;P/L;VPA;LPA
MOSAICO - ZOOM;8.24;-539080000.0;-23060000.0;32310000.000000004;196040000.0;89.47;14.74;0.0;-539080000.0;0.25;1.53;219110000.0;13650000.0;22080000.0;11990000.0;10.08;0.0;1.56;32.29;5.29;0.26
FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.;10.9;-387290000.0;-1470000000.0;40850000.0;107830000.0;6.82;2.58;37910000.0;-387290000.0;3.8;1.33;1580000000.0;55680000.0;60460000.0;-16640000.0;3.83;0.0;0.99;23.91;11.02;0.46
ENCORPAR;90.25;-765000000.0;0.0;-17370000.0;0.0;0.0;0.0;0.0;-765000000.0;-7.36;-12.28;0.0;-10020000.0;-160000000.0;-396000000.0;0.0;0.0;1.21;-9.87;74.46;-9.14
NOTRE DAME INTERMÉDICA;0.0;1950000000.0;-9880000000.0;-11440000.0;2250000000.0;18.55;-0.09;3780000000.0;1950000000.0;2.22;-0.04;12130000000.0;397570000.0;776200000.0;-155610000.0;6.4;0.0;0.0;0.0;0.0;0.0
LOJAS AMERICANAS;15.08;-9910000000.0;-17380000000.0;649050000.0;8520000000.0;32.9;2.51;0.0;-9910000000.0;5.87;4.04;25900000000.0;1130000000.0;2750000000.0;184060000.0;10.61;0.0;1.77;48.39;8.52;0.31
IGUATEMI;29.49;1930000000.0;-437660000.0;233570000.0;648570000.0;59.71;21.5;3090000000.0;1930000000.0;7.14;1.62;1090000000.0;537560000.0;706330000.0;-24140000.0;65.03;0.0;1.25;22.52;23.52;1.31
CIA HERING;38.52;51630000.0;-866800000.0;141050000.0;591910000.0;40.58;9.67;202010000.0;51630000.0;-7.32;8.27;1460000000.0;-8620000.0;78430000.0;130900000.0;5.38;0.0;3.67;104.77;10.49;0.37
TERRA SANTA AGRO;22.43;862770000.0;-1160000000.0;-104510000.0;218740000.0;15.86;-7.58;892460000.0;862770000.0;3.94;-12.18;1380000000.0;129560000.0;205120000.0;60670000.0;14.87;0.0;0.76;-6.21;29.64;-3.61
B2W DIGITAL;14.67;-2280000000.0;-8119999999.999999;-266410000.00000003;3250000000.0;28.59;-2.34;5070000000.0;-2280000000.0;0.6;-2.89;11370000000.0;127480000.0;865570000.0;41390000.0;7.61;0.0;0.89;-30.84;16.48;-0.48
LINX;37.34;-223210000.0;-280430000.0;-77890000.0;617540000.0;68.77;-8.67;361810000.0;-223210000.0;-2.26;-4.81;897970000.0;-43070000.0;119850000.0;1760000.0;13.35;0.0;4.37;-90.8;8.55;-0.41
SMILES;22.4;-64720000.0;-97850000.0;257990000.0;562480000.0;85.18;39.07;0.0;-64720000.0;24.47;37.96;660330000.0;273540000.0;305160000.0;-107240000.0;46.21;0.0;4.09;10.78;5.47;2.08
MMX MINERAÇÃO E METÁLICOS S.A.;14.0;269670000.0;0.0;-41950000.0;0.0;0.0;0.0;269960000.0;269670000.0;0.28;-4.97;0.0;-510000000.0;140000000.0;-1090000.0;0.0;0.0;-0.11;-2.17;-130.13;-6.46
BIOSEV;9.0;-981610000.0;-7650000000.0;898230000.0;4330000000.0;41.93;8.7;0.0;-981610000.0;-158.32;-22.35;10330000000.0;1730000000.0;6580000000.0;-387770000.0;63.73;0.0;-10.84;10.22;-0.83;0.88
BANCO BANPARA;132.71;-1360000000.0;-1260000000.0;238000000.0;1580000000.0;55.65;8.39;0.0;-1360000000.0;14.62;3.56;2840000000.0;403400000.0;0.0;-155010000.0;0.0;2.34;0.74;9.73;178.47;13.64
FERROVIA CENTRO-ATLÂNTICA S.A.;5.0;885200000.0;-3120000000.0;-2260000000.0;176990000.0;5.37;-68.65;1110000000.0;885200000.0;-65.71;-22.7;3290000000.0;-1530000000.0;-450140000.0;-457660000.0;-13.67;0.0;0.37;-0.32;13.37;-15.83
METALGRÁFICA IGUAÇU S.A.;5.21;-62930000.0;-175450000.0;-30750000.0;26570000.0;13.15;-15.22;0.0;-62930000.0;-3.31;-4.82;202020000.0;-21250000.0;-13970000.0;2200000.0;-6.92;0.0;0.0;-0.06;2936.08;-85.35
TREVISA;0.33;-3470000.0;-94340000.0;14650000.0;40570000.0;30.07;10.86;5430000.0;-3470000.0;11.35;3.32;134900000.0;22670000.0;36750000.0;-8870000.0;27.24;0.0;0.06;0.47;5.59;0.71
TEKNO S.A.;60.0;-29660000.0;-219170000.0;29120000.0;57210000.0;20.7;10.54;2480000.0;-29660000.0;12.5;2.72;276380000.0;39580000.0;36140000.0;-5210000.0;13.08;0.0;0.65;6.07;92.42;9.88
MANGELS INDUSTRIAL;13.2;560010000.0;-838680000.0;222250000.0;120040000.0;12.52;23.18;646320000.0;560010000.0;-11.53;-163.63;958730000.0;86040000.0;106320000.0;164290000.0;11.09;0.0;2.38;0.34;5.55;38.43
PETROLEO BRASILEIRO S.A. PETROBRAS;35.7;218390000000.0;-287100000000.0;156980000000.0;294470000000.0;50.63;26.99;279380000000.0;218390000000.0;25.68;10.4;581560000000.0;234590000000.0;300460000000.0;-67660000000.0;51.66;25.5;1.26;2.98;28.42;11.99
BANCO BRADESCO;14.5;-172920000000.0;-150580000000.0;16280000000.000002;70480000000.0;31.88;7.37;0.0;;6.67;2.51;221060000000.0;13690000000.0;0.0;2590000000.0;0.0;7.01;0.93;9.52;15.64;1.52
BANCO ITAU UNIBANCO;27.13;-30640000000.0;-227680000000.0;32500000000.0;112010000000.0;32.97;9.57;0.0;;18.17;4.8;339690000000.0;37390000000.0;0.0;-4890000000.0;0.0;4.59;1.49;8.43;18.24;3.22
AZUL;13.07;21610000000.0;-14120000000.0;-1620000000.0;3440000000.0;19.58;-9.23;22220000000.0;;75.25;-2.06;17560000000.0;1910000000.0;2590000000.0;0.0;14.74;0.0;-0.84;-10.19;-15.56;-1.28
GOL LINHAS AEREAS INTELIGENTES S.A.;7.04;11580000000.0;-13230000000.0;-142150000.0;4570000000.0;25.67;-0.8;12250000000.0;;-24.24;-0.17;17800000000.0;2010000000.0;3310000000.0;-26720000.0;18.58;0.0;-1.1;-158.51;-6.38;-0.04
RAÍZEN;3.53;39850000000.0;-212880000000.0;2570000000.0;15520000000.0;6.8;1.12;43920000000.0;;11.75;2.91;228400000000.0;8830000000.0;24390000000.0;-1000000000.0;10.68;5.73;1.61;14.46;2.19;0.24
METALURGICA GERDAU;10.19;5550000000.0;-61680000000.0;9610000000.0;14570000000.0;19.11;12.61;10700000000.0;;39.21;14.17;76250000000.0;14060000000.0;16579999999.999998;-3040000000.0;21.74;11.44;0.61;3.3;16.83;3.09
BANCO PAN;7.66;-14270000.0;-6820000000.0;607100000.0;7330000000.0;51.82;4.29;0.0;;8.36;2.07;14150000000.0;676760000.0;431830000.0;-69650000.0;3.05;3.29;1.34;16.07;5.7;0.48
BANCO ABC BRASIL;19.58;-3690000000.0;-3070000000.0;827420000.0;1350000000.0;30.55;18.74;0.0;;20.96;3.94;4420000000.0;1200000000.0;0.0;62310000.0;0.0;6.16;0.82;5.35;23.98;3.66
BANCO BMG S.A;2.38;-231860000.0;-4510000000.0;126150000.0;2550000000.0;36.06;1.79;0.0;;-9.07;0.78;7060000000.0;-112850000.0;0.0;255970000.0;0.0;16.33;0.34;12.16;6.97;0.2
TRACK E FIELD;12.75;58900000.0;-260730000.00000003;111140000.0;360200000.0;58.01;17.9;98830000.0;;25.5;8.15;620930000.0;139000000.0;162590000.0;-19560000.0;26.18;1.04;32.75;108.9;0.39;0.12
BANCO PINE;3.5;-451010000.0;-1430000000.0;105080000.0;370030000.0;20.59;5.85;0.0;;6.44;2.93;1800000000.0;104340000.0;4490000.0;-43900000.0;0.25;4.67;0.7;6.21;5.03;0.56
HOTÉIS OTHON;2.53;-10230000.0;-39010000.0;140030000.0;89220000.0;69.58;109.2;1010000.0;;-79.66;-13.26;128230000.0;170150000.0;179230000.0;1970000.0;139.78;0.0;-0.22;0.33;-11.55;7.62
BOMBRIL;1.6;371040000.0;-914440000.0;77830000.0;573780000.0;38.55;5.23;418960000.0;;68.84;-13.22;1490000000.0;222030000.0;251500000.0;14280000.0;16.9;0.0;-3.56;5.35;-0.45;0.3
EMAE - EMPRESA METROP.AGUAS ENERGIA;61.64;-468830000.0;-166900000.0;69340000.0;58070000.0;10.3;12.3;0.0;;-2.42;1.61;563570000.0;-16960000.0;-10540000.0;10090000.0;-1.87;3.15;2.04;32.85;30.26;1.88
METALURGICA RIOSULENSE;74.09;-39140000.0;-227940000.0;65190000.0;152870000.0;40.14;17.12;8340000.0;;42.76;11.12;380820000.0;105570000.0;110920000.0;-32910000.0;29.13;3.94;2.78;6.9;26.61;10.74
ELEKTRO;39.0;4600000000.0;-6300000000.0;824000000.0;2140000000.0;25.39;9.76;5650000000.0;;15.75;6.91;8439999999.999999;1650000000.0;2000000000.0;-313000000.0;23.73;6.21;2.64;9.17;14.75;4.25
EXCELSIOR ALIMENTOS;70.0;-17870000.0;-164750000.0;-3820000.0;45250000.0;21.55;-1.82;10020000.0;;-3.44;-0.98;209990000.0;8029999.999999999;13230000.0;-11670000.0;6.3;1.73;3.81;-95.6;18.39;-0.73
BARDELLA;9.0;156990000.0;-56740000.0;55270000.0;-18540000.0;-48.56;144.74;182700000.0;;-253.45;-9.62;38190000.0;-31040000.0;-23550000.0;71370000.0;-61.66;0.0;-0.1;0.26;-88.93;34.54
